"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Brucellosis",2021,"West Coast","Pacific",0,0
"Salmonellosis",2021,"West Coast","Pacific",0,0
"Poliomyelitis",2021,"West Coast","Pacific",0,0
"Pertussis",2021,"West Coast","Pacific",0,0
"Shigellosis",2021,"West Coast","Pacific",0,0
"Mpox",2021,"West Coast","Pacific",0,0
"Trichinosis",2021,"West Coast","Pacific",0,0
"Meningoencephalitis - primary amoebic",2021,"West Coast","Pacific",0,0
"Legionellosis",2021,"West Coast","Pacific",0,0
"Leprosy",2021,"West Coast","Pacific",0,0
"VTEC/STEC infection",2021,"West Coast","Asian",0,0
"Giardiasis",2021,"West Coast","Asian",0,0
"Cysticercosis",2021,"West Coast","Asian",0,0
"Rabies and other lyssaviruses",2021,"West Coast","Asian",0,0
"Measles",2021,"West Coast","Asian",0,0
"Hepatitis NOS",2021,"West Coast","Asian",1,90.3
"Haemophilus influenzae type b",2021,"West Coast","Asian",0,0
"Toxic shellfish poisoning",2021,"West Coast","Asian",0,0
"Tuberculosis disease",2021,"West Coast","Asian",0,0
"Q fever",2021,"West Coast","Asian",0,0
"Cryptosporidiosis",2021,"West Coast","Asian",1,90.3
"Meningococcal disease",2021,"West Coast","Asian",0,0
"Yersiniosis",2021,"West Coast","Asian",1,90.3
"Acute gastroenteritis",2021,"West Coast","Asian",0,0
"Invasive pneumococcal disease",2021,"West Coast","Asian",0,0
"Diphtheria",2021,"West Coast","Asian",0,0
"Hepatitis B",2021,"West Coast","Asian",0,0
"Poliomyelitis",2021,"West Coast","Asian",0,0
"Typhoid fever",2021,"West Coast","Asian",0,0
"Tetanus",2021,"West Coast","Asian",0,0
"Malaria",2021,"West Coast","Asian",0,0
"Rickettsial disease",2021,"West Coast","Asian",0,0
"Hepatitis A",2021,"West Coast","Asian",0,0
"Cholera",2021,"West Coast","Asian",0,0
"Brucellosis",2021,"West Coast","Asian",0,0
"Paratyphoid fever",2021,"West Coast","Asian",0,0
"Listeriosis",2021,"West Coast","Asian",0,0
"Mumps",2021,"West Coast","Asian",0,0
"Hydatid disease",2021,"West Coast","Asian",0,0
"Rubella",2021,"West Coast","Asian",0,0
"Legionellosis",2021,"West Coast","Asian",0,0
"Rheumatic fever",2021,"West Coast","Asian",0,0
"Taeniasis",2021,"West Coast","Asian",0,0
"Salmonellosis",2021,"West Coast","Asian",0,0
"Campylobacteriosis",2021,"West Coast","Asian",1,90.3
"Shigellosis",2021,"West Coast","Asian",0,0
"Leprosy",2021,"West Coast","Asian",0,0
"Arboviral diseases",2021,"West Coast","Asian",0,0
"Hepatitis C",2021,"West Coast","Asian",0,0
"Mpox",2021,"West Coast","Asian",0,0
"Trichinosis",2021,"West Coast","Asian",0,0
"Pertussis",2021,"West Coast","Asian",0,0
"Meningoencephalitis - primary amoebic",2021,"West Coast","Asian",0,0
"Leptospirosis",2021,"West Coast","Asian",0,0
"VTEC/STEC infection",2021,"West Coast","MELAA",0,0
"Tuberculosis disease",2021,"West Coast","MELAA",0,0
"Rabies and other lyssaviruses",2021,"West Coast","MELAA",0,0
"Measles",2021,"West Coast","MELAA",0,0
"Poliomyelitis",2021,"West Coast","MELAA",0,0
"Haemophilus influenzae type b",2021,"West Coast","MELAA",0,0
"Cryptosporidiosis",2021,"West Coast","MELAA",0,0
"Yersiniosis",2021,"West Coast","MELAA",0,0
"Meningococcal disease",2021,"West Coast","MELAA",0,0
"Cholera",2021,"West Coast","MELAA",0,0
"Invasive pneumococcal disease",2021,"West Coast","MELAA",0,0
"Diphtheria",2021,"West Coast","MELAA",0,0
"Toxic shellfish poisoning",2021,"West Coast","MELAA",0,0
"Legionellosis",2021,"West Coast","MELAA",0,0
"Hepatitis NOS",2021,"West Coast","MELAA",0,0
"Giardiasis",2021,"West Coast","MELAA",0,0
"Cysticercosis",2021,"West Coast","MELAA",0,0
"Acute gastroenteritis",2021,"West Coast","MELAA",0,0
"Listeriosis",2021,"West Coast","MELAA",0,0
"Rheumatic fever",2021,"West Coast","MELAA",0,0
"Hepatitis A",2021,"West Coast","MELAA",0,0
"Malaria",2021,"West Coast","MELAA",0,0
"Paratyphoid fever",2021,"West Coast","MELAA",0,0
"Arboviral diseases",2021,"West Coast","MELAA",0,0
"Pertussis",2021,"West Coast","MELAA",0,0
"Q fever",2021,"West Coast","MELAA",0,0
"Leprosy",2021,"West Coast","MELAA",0,0
"Rickettsial disease",2021,"West Coast","MELAA",0,0
"Trichinosis",2021,"West Coast","MELAA",0,0
"Mumps",2021,"West Coast","MELAA",0,0
"Hepatitis B",2021,"West Coast","MELAA",0,0
"Mpox",2021,"West Coast","MELAA",0,0
"Salmonellosis",2021,"West Coast","MELAA",0,0
"Taeniasis",2021,"West Coast","MELAA",0,0
"Hepatitis C",2021,"West Coast","MELAA",0,0
"Campylobacteriosis",2021,"West Coast","MELAA",1,617.3
"Brucellosis",2021,"West Coast","MELAA",0,0
"Shigellosis",2021,"West Coast","MELAA",0,0
"Typhoid fever",2021,"West Coast","MELAA",0,0
"Rubella",2021,"West Coast","MELAA",0,0
"Meningoencephalitis - primary amoebic",2021,"West Coast","MELAA",0,0
"Hydatid disease",2021,"West Coast","MELAA",0,0
"Leptospirosis",2021,"West Coast","MELAA",0,0
"Tetanus",2021,"West Coast","MELAA",0,0
"VTEC/STEC infection",2021,"West Coast","European or Others",1,3.7
"Poliomyelitis",2021,"West Coast","European or Others",0,0
"Rabies and other lyssaviruses",2021,"West Coast","European or Others",0,0
"Measles",2021,"West Coast","European or Others",0,0
"Meningococcal disease",2021,"West Coast","European or Others",0,0
"Leprosy",2021,"West Coast","European or Others",0,0
"Invasive pneumococcal disease",2021,"West Coast","European or Others",2,7.3
"Cryptosporidiosis",2021,"West Coast","European or Others",4,14.6
"Toxic shellfish poisoning",2021,"West Coast","European or Others",0,0
"Acute gastroenteritis",2021,"West Coast","European or Others",1,3.7
"Hepatitis B",2021,"West Coast","European or Others",0,0
"Diphtheria",2021,"West Coast","European or Others",0,0
"Cysticercosis",2021,"West Coast","European or Others",0,0
"Hydatid disease",2021,"West Coast","European or Others",0,0
"Yersiniosis",2021,"West Coast","European or Others",3,11
"Giardiasis",2021,"West Coast","European or Others",5,18.3
"Haemophilus influenzae type b",2021,"West Coast","European or Others",2,7.3
"Q fever",2021,"West Coast","European or Others",0,0
"Typhoid fever",2021,"West Coast","European or Others",0,0
"Rickettsial disease",2021,"West Coast","European or Others",0,0
"Hepatitis NOS",2021,"West Coast","European or Others",0,0
"Hepatitis A",2021,"West Coast","European or Others",0,0
"Campylobacteriosis",2021,"West Coast","European or Others",60,219.1
"Hepatitis C",2021,"West Coast","European or Others",0,0
"Tuberculosis disease",2021,"West Coast","European or Others",1,3.7
"Paratyphoid fever",2021,"West Coast","European or Others",0,0
"Mumps",2021,"West Coast","European or Others",0,0
"Taeniasis",2021,"West Coast","European or Others",0,0
"Trichinosis",2021,"West Coast","European or Others",0,0
"Cholera",2021,"West Coast","European or Others",0,0
"Rubella",2021,"West Coast","European or Others",0,0
"Arboviral diseases",2021,"West Coast","European or Others",0,0
"Legionellosis",2021,"West Coast","European or Others",4,14.6
"Shigellosis",2021,"West Coast","European or Others",0,0
"Listeriosis",2021,"West Coast","European or Others",0,0
"Rheumatic fever",2021,"West Coast","European or Others",0,0
"Malaria",2021,"West Coast","European or Others",0,0
"Salmonellosis",2021,"West Coast","European or Others",5,18.3
"Tetanus",2021,"West Coast","European or Others",0,0
"Pertussis",2021,"West Coast","European or Others",0,0
"Brucellosis",2021,"West Coast","European or Others",0,0
"Mpox",2021,"West Coast","European or Others",0,0
"Leptospirosis",2021,"West Coast","European or Others",0,0
"Meningoencephalitis - primary amoebic",2021,"West Coast","European or Others",0,0
"Giardiasis",2022,"Waitemata","Māori",4,6.3
"VTEC/STEC infection",2022,"Waitemata","Māori",2,3.2
"Cholera",2022,"Waitemata","Māori",0,0
"Haemophilus influenzae type b",2022,"Waitemata","Māori",0,0
"Rabies and other lyssaviruses",2022,"Waitemata","Māori",0,0
"Measles",2022,"Waitemata","Māori",0,0
"Toxic shellfish poisoning",2022,"Waitemata","Māori",0,0
"Meningococcal disease",2022,"Waitemata","Māori",1,1.6
"Invasive pneumococcal disease",2022,"Waitemata","Māori",10,15.9
"Cysticercosis",2022,"Waitemata","Māori",0,0
"Mumps",2022,"Waitemata","Māori",0,0
"Acute gastroenteritis",2022,"Waitemata","Māori",1,1.6
"Hepatitis NOS",2022,"Waitemata","Māori",0,0
"Cryptosporidiosis",2022,"Waitemata","Māori",7,11.1
"Tuberculosis disease",2022,"Waitemata","Māori",1,1.6
"Hydatid disease",2022,"Waitemata","Māori",0,0
"Rheumatic fever",2022,"Waitemata","Māori",5,7.9
"Diphtheria",2022,"Waitemata","Māori",0,0
"Hepatitis A",2022,"Waitemata","Māori",0,0
"Taeniasis",2022,"Waitemata","Māori",0,0
"Listeriosis",2022,"Waitemata","Māori",0,0
"Typhoid fever",2022,"Waitemata","Māori",0,0
"Tetanus",2022,"Waitemata","Māori",0,0
"Paratyphoid fever",2022,"Waitemata","Māori",0,0
"Yersiniosis",2022,"Waitemata","Māori",8,12.7
"Rickettsial disease",2022,"Waitemata","Māori",0,0
"Campylobacteriosis",2022,"Waitemata","Māori",43,68.2
"Brucellosis",2022,"Waitemata","Māori",0,0
"Q fever",2022,"Waitemata","Māori",0,0
"Poliomyelitis",2022,"Waitemata","Māori",0,0
"Leprosy",2022,"Waitemata","Māori",0,0
"Shigellosis",2022,"Waitemata","Māori",1,1.6
"Malaria",2022,"Waitemata","Māori",0,0
"Hepatitis B",2022,"Waitemata","Māori",0,0
"Hepatitis C",2022,"Waitemata","Māori",0,0
"Legionellosis",2022,"Waitemata","Māori",1,1.6
"Rubella",2022,"Waitemata","Māori",0,0
"Arboviral diseases",2022,"Waitemata","Māori",0,0
"Pertussis",2022,"Waitemata","Māori",0,0
"Meningoencephalitis - primary amoebic",2022,"Waitemata","Māori",0,0
"Trichinosis",2022,"Waitemata","Māori",0,0
"Mpox",2022,"Waitemata","Māori",0,0
"Salmonellosis",2022,"Waitemata","Māori",11,17.5
"Leptospirosis",2022,"Waitemata","Māori",0,0
"Haemophilus influenzae type b",2022,"Waitemata","Pacific",0,0
"Measles",2022,"Waitemata","Pacific",0,0
"VTEC/STEC infection",2022,"Waitemata","Pacific",4,8.9
"Diphtheria",2022,"Waitemata","Pacific",0,0
"Giardiasis",2022,"Waitemata","Pacific",2,4.4
"Rabies and other lyssaviruses",2022,"Waitemata","Pacific",0,0
"Hepatitis A",2022,"Waitemata","Pacific",0,0
"Invasive pneumococcal disease",2022,"Waitemata","Pacific",17,37.7
"Toxic shellfish poisoning",2022,"Waitemata","Pacific",0,0
"Cysticercosis",2022,"Waitemata","Pacific",0,0
"Hepatitis NOS",2022,"Waitemata","Pacific",1,2.2
"Cholera",2022,"Waitemata","Pacific",0,0
"Q fever",2022,"Waitemata","Pacific",0,0
"Taeniasis",2022,"Waitemata","Pacific",0,0
"Malaria",2022,"Waitemata","Pacific",0,0
"Cryptosporidiosis",2022,"Waitemata","Pacific",1,2.2
"Hydatid disease",2022,"Waitemata","Pacific",0,0
"Meningococcal disease",2022,"Waitemata","Pacific",2,4.4
"Typhoid fever",2022,"Waitemata","Pacific",2,4.4
"Hepatitis B",2022,"Waitemata","Pacific",0,0
"Rickettsial disease",2022,"Waitemata","Pacific",0,0
"Listeriosis",2022,"Waitemata","Pacific",0,0
"Acute gastroenteritis",2022,"Waitemata","Pacific",1,2.2
"Tetanus",2022,"Waitemata","Pacific",0,0
"Arboviral diseases",2022,"Waitemata","Pacific",0,0
"Yersiniosis",2022,"Waitemata","Pacific",5,11.1
"Rheumatic fever",2022,"Waitemata","Pacific",3,6.7
"Mumps",2022,"Waitemata","Pacific",0,0
"Tuberculosis disease",2022,"Waitemata","Pacific",4,8.9
"Hepatitis C",2022,"Waitemata","Pacific",0,0
"Rubella",2022,"Waitemata","Pacific",0,0
"Poliomyelitis",2022,"Waitemata","Pacific",0,0
"Paratyphoid fever",2022,"Waitemata","Pacific",0,0
"Mpox",2022,"Waitemata","Pacific",0,0
"Legionellosis",2022,"Waitemata","Pacific",0,0
"Leprosy",2022,"Waitemata","Pacific",0,0
"Trichinosis",2022,"Waitemata","Pacific",0,0
"Brucellosis",2022,"Waitemata","Pacific",0,0
"Salmonellosis",2022,"Waitemata","Pacific",3,6.7
"Campylobacteriosis",2022,"Waitemata","Pacific",17,37.7
"Meningoencephalitis - primary amoebic",2022,"Waitemata","Pacific",0,0
"Pertussis",2022,"Waitemata","Pacific",0,0
"Shigellosis",2022,"Waitemata","Pacific",0,0
"Leptospirosis",2022,"Waitemata","Pacific",0,0
"Diphtheria",2022,"Waitemata","Asian",0,0
"Typhoid fever",2022,"Waitemata","Asian",2,1.3
"Cryptosporidiosis",2022,"Waitemata","Asian",8,5.2
"Measles",2022,"Waitemata","Asian",0,0
"Giardiasis",2022,"Waitemata","Asian",6,3.9
"Rabies and other lyssaviruses",2022,"Waitemata","Asian",0,0
"Toxic shellfish poisoning",2022,"Waitemata","Asian",0,0
"Haemophilus influenzae type b",2022,"Waitemata","Asian",0,0
"VTEC/STEC infection",2022,"Waitemata","Asian",11,7.1
"Q fever",2022,"Waitemata","Asian",0,0
"Invasive pneumococcal disease",2022,"Waitemata","Asian",9,5.8
"Cholera",2022,"Waitemata","Asian",0,0
"Mumps",2022,"Waitemata","Asian",0,0
"Tetanus",2022,"Waitemata","Asian",0,0
"Meningococcal disease",2022,"Waitemata","Asian",2,1.3
"Hydatid disease",2022,"Waitemata","Asian",0,0
"Hepatitis NOS",2022,"Waitemata","Asian",0,0
"Listeriosis",2022,"Waitemata","Asian",1,0.6
"Hepatitis A",2022,"Waitemata","Asian",2,1.3
"Cysticercosis",2022,"Waitemata","Asian",0,0
"Yersiniosis",2022,"Waitemata","Asian",60,38.8
"Brucellosis",2022,"Waitemata","Asian",0,0
"Rheumatic fever",2022,"Waitemata","Asian",0,0
"Acute gastroenteritis",2022,"Waitemata","Asian",0,0
"Hepatitis B",2022,"Waitemata","Asian",1,0.6
"Tuberculosis disease",2022,"Waitemata","Asian",21,13.6
"Poliomyelitis",2022,"Waitemata","Asian",0,0
"Rubella",2022,"Waitemata","Asian",0,0
"Taeniasis",2022,"Waitemata","Asian",0,0
"Malaria",2022,"Waitemata","Asian",0,0
"Rickettsial disease",2022,"Waitemata","Asian",0,0
"Legionellosis",2022,"Waitemata","Asian",4,2.6
"Mpox",2022,"Waitemata","Asian",0,0
"Paratyphoid fever",2022,"Waitemata","Asian",2,1.3
"Arboviral diseases",2022,"Waitemata","Asian",4,2.6
"Hepatitis C",2022,"Waitemata","Asian",0,0
"Meningoencephalitis - primary amoebic",2022,"Waitemata","Asian",0,0
"Shigellosis",2022,"Waitemata","Asian",2,1.3
"Salmonellosis",2022,"Waitemata","Asian",18,11.6
"Pertussis",2022,"Waitemata","Asian",1,0.6
"Leptospirosis",2022,"Waitemata","Asian",0,0
"Leprosy",2022,"Waitemata","Asian",0,0
"Campylobacteriosis",2022,"Waitemata","Asian",104,67.3
"Trichinosis",2022,"Waitemata","Asian",0,0
"Haemophilus influenzae type b",2022,"Waitemata","MELAA",0,0
"Rabies and other lyssaviruses",2022,"Waitemata","MELAA",0,0
"Invasive pneumococcal disease",2022,"Waitemata","MELAA",2,15
"VTEC/STEC infection",2022,"Waitemata","MELAA",2,15
"Cysticercosis",2022,"Waitemata","MELAA",0,0
"Hepatitis A",2022,"Waitemata","MELAA",0,0
"Meningococcal disease",2022,"Waitemata","MELAA",0,0
"Hepatitis NOS",2022,"Waitemata","MELAA",0,0
"Paratyphoid fever",2022,"Waitemata","MELAA",0,0
"Q fever",2022,"Waitemata","MELAA",0,0
"Diphtheria",2022,"Waitemata","MELAA",0,0
"Giardiasis",2022,"Waitemata","MELAA",1,7.5
"Measles",2022,"Waitemata","MELAA",0,0
"Yersiniosis",2022,"Waitemata","MELAA",1,7.5
"Listeriosis",2022,"Waitemata","MELAA",0,0
"Mumps",2022,"Waitemata","MELAA",0,0
"Toxic shellfish poisoning",2022,"Waitemata","MELAA",0,0
"Hepatitis B",2022,"Waitemata","MELAA",0,0
"Tetanus",2022,"Waitemata","MELAA",0,0
"Typhoid fever",2022,"Waitemata","MELAA",0,0
"Tuberculosis disease",2022,"Waitemata","MELAA",2,15
"Malaria",2022,"Waitemata","MELAA",1,7.5
"Rickettsial disease",2022,"Waitemata","MELAA",0,0
"Taeniasis",2022,"Waitemata","MELAA",0,0
"Hydatid disease",2022,"Waitemata","MELAA",0,0
"Acute gastroenteritis",2022,"Waitemata","MELAA",0,0
"Arboviral diseases",2022,"Waitemata","MELAA",0,0
"Brucellosis",2022,"Waitemata","MELAA",0,0
"Rheumatic fever",2022,"Waitemata","MELAA",0,0
"Legionellosis",2022,"Waitemata","MELAA",2,15
"Trichinosis",2022,"Waitemata","MELAA",0,0
"Cholera",2022,"Waitemata","MELAA",0,0
"Rubella",2022,"Waitemata","MELAA",0,0
"Shigellosis",2022,"Waitemata","MELAA",0,0
"Mpox",2022,"Waitemata","MELAA",0,0
"Hepatitis C",2022,"Waitemata","MELAA",0,0
"Poliomyelitis",2022,"Waitemata","MELAA",0,0
"Campylobacteriosis",2022,"Waitemata","MELAA",14,104.8
"Pertussis",2022,"Waitemata","MELAA",0,0
"Meningoencephalitis - primary amoebic",2022,"Waitemata","MELAA",0,0
"Cryptosporidiosis",2022,"Waitemata","MELAA",0,0
"Leprosy",2022,"Waitemata","MELAA",0,0
"Leptospirosis",2022,"Waitemata","MELAA",0,0
"Salmonellosis",2022,"Waitemata","MELAA",1,7.5
"Cysticercosis",2022,"Waitemata","European or Others",0,0
"Paratyphoid fever",2022,"Waitemata","European or Others",0,0
"Q fever",2022,"Waitemata","European or Others",0,0
"Hepatitis A",2022,"Waitemata","European or Others",2,0.6
"Rabies and other lyssaviruses",2022,"Waitemata","European or Others",0,0
"Diphtheria",2022,"Waitemata","European or Others",0,0
"Haemophilus influenzae type b",2022,"Waitemata","European or Others",0,0
"Meningococcal disease",2022,"Waitemata","European or Others",2,0.6
"VTEC/STEC infection",2022,"Waitemata","European or Others",48,13.4
"Hepatitis NOS",2022,"Waitemata","European or Others",0,0
"Measles",2022,"Waitemata","European or Others",0,0
"Taeniasis",2022,"Waitemata","European or Others",0,0
"Campylobacteriosis",2022,"Waitemata","European or Others",523,146.4
"Arboviral diseases",2022,"Waitemata","European or Others",0,0
"Giardiasis",2022,"Waitemata","European or Others",51,14.3
"Listeriosis",2022,"Waitemata","European or Others",1,0.3
"Acute gastroenteritis",2022,"Waitemata","European or Others",1,0.3
"Mumps",2022,"Waitemata","European or Others",0,0
"Invasive pneumococcal disease",2022,"Waitemata","European or Others",25,7
"Toxic shellfish poisoning",2022,"Waitemata","European or Others",0,0
"Rubella",2022,"Waitemata","European or Others",0,0
"Hepatitis B",2022,"Waitemata","European or Others",1,0.3
"Tuberculosis disease",2022,"Waitemata","European or Others",4,1.1
"Rickettsial disease",2022,"Waitemata","European or Others",3,0.8
"Rheumatic fever",2022,"Waitemata","European or Others",0,0
"Shigellosis",2022,"Waitemata","European or Others",7,2
"Malaria",2022,"Waitemata","European or Others",1,0.3
"Cholera",2022,"Waitemata","European or Others",0,0
"Tetanus",2022,"Waitemata","European or Others",0,0
"Typhoid fever",2022,"Waitemata","European or Others",0,0
"Hydatid disease",2022,"Waitemata","European or Others",0,0
"Brucellosis",2022,"Waitemata","European or Others",0,0
"Yersiniosis",2022,"Waitemata","European or Others",68,19
"Cryptosporidiosis",2022,"Waitemata","European or Others",35,9.8
"Leptospirosis",2022,"Waitemata","European or Others",3,0.8
"Trichinosis",2022,"Waitemata","European or Others",0,0
"Pertussis",2022,"Waitemata","European or Others",0,0
"Poliomyelitis",2022,"Waitemata","European or Others",0,0
"Mpox",2022,"Waitemata","European or Others",1,0.3
"Legionellosis",2022,"Waitemata","European or Others",24,6.7
"Hepatitis C",2022,"Waitemata","European or Others",1,0.3
"Salmonellosis",2022,"Waitemata","European or Others",44,12.3
"Leprosy",2022,"Waitemata","European or Others",0,0
"Meningoencephalitis - primary amoebic",2022,"Waitemata","European or Others",0,0
"Haemophilus influenzae type b",2022,"Auckland","Māori",0,0
"Meningococcal disease",2022,"Auckland","Māori",2,5.2
"Measles",2022,"Auckland","Māori",0,0
"Hepatitis NOS",2022,"Auckland","Māori",0,0
"Campylobacteriosis",2022,"Auckland","Māori",24,61.9
"VTEC/STEC infection",2022,"Auckland","Māori",6,15.5
"Rabies and other lyssaviruses",2022,"Auckland","Māori",0,0
"Rickettsial disease",2022,"Auckland","Māori",0,0
"Q fever",2022,"Auckland","Māori",0,0
"Hepatitis A",2022,"Auckland","Māori",0,0
"Cysticercosis",2022,"Auckland","Māori",0,0
"Cryptosporidiosis",2022,"Auckland","Māori",2,5.2
"Diphtheria",2022,"Auckland","Māori",0,0
"Brucellosis",2022,"Auckland","Māori",0,0
"Taeniasis",2022,"Auckland","Māori",0,0
"Invasive pneumococcal disease",2022,"Auckland","Māori",9,23.2
"Cholera",2022,"Auckland","Māori",0,0
"Toxic shellfish poisoning",2022,"Auckland","Māori",0,0
"Hepatitis B",2022,"Auckland","Māori",0,0
"Tuberculosis disease",2022,"Auckland","Māori",3,7.7
"Malaria",2022,"Auckland","Māori",0,0
"Listeriosis",2022,"Auckland","Māori",1,2.6
"Leptospirosis",2022,"Auckland","Māori",0,0
"Hepatitis C",2022,"Auckland","Māori",0,0
"Mumps",2022,"Auckland","Māori",0,0
"Yersiniosis",2022,"Auckland","Māori",13,33.5
"Giardiasis",2022,"Auckland","Māori",6,15.5
"Hydatid disease",2022,"Auckland","Māori",0,0
"Salmonellosis",2022,"Auckland","Māori",7,18.1
"Leprosy",2022,"Auckland","Māori",0,0
"Rheumatic fever",2022,"Auckland","Māori",3,7.7
"Meningoencephalitis - primary amoebic",2022,"Auckland","Māori",0,0
"Pertussis",2022,"Auckland","Māori",0,0
