"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Yersiniosis",2006,"Bay of Plenty","Pacific",0,0
"Hydatid disease",2006,"Bay of Plenty","Pacific",0,0
"Poliomyelitis",2006,"Bay of Plenty","Pacific",0,0
"Hepatitis NOS",2006,"Bay of Plenty","Pacific",0,0
"Invasive pneumococcal disease",2006,"Bay of Plenty","Pacific",0,0
"Shigellosis",2006,"Bay of Plenty","Pacific",0,0
"Listeriosis",2006,"Bay of Plenty","Pacific",0,0
"Rheumatic fever",2006,"Bay of Plenty","Pacific",0,0
"Campylobacteriosis",2006,"Bay of Plenty","Pacific",2,59.8
"Paratyphoid fever",2006,"Bay of Plenty","Pacific",0,0
"Q fever",2006,"Bay of Plenty","Pacific",0,0
"Legionellosis",2006,"Bay of Plenty","Pacific",0,0
"Hepatitis A",2006,"Bay of Plenty","Pacific",0,0
"Typhoid fever",2006,"Bay of Plenty","Pacific",0,0
"Taeniasis",2006,"Bay of Plenty","Pacific",0,0
"Diphtheria",2006,"Bay of Plenty","Pacific",0,0
"Hepatitis B",2006,"Bay of Plenty","Pacific",0,0
"Malaria",2006,"Bay of Plenty","Pacific",0,0
"Leprosy",2006,"Bay of Plenty","Pacific",0,0
"Acute gastroenteritis",2006,"Bay of Plenty","Pacific",1,29.9
"Meningoencephalitis - primary amoebic",2006,"Bay of Plenty","Pacific",0,0
"Cholera",2006,"Bay of Plenty","Pacific",0,0
"Tetanus",2006,"Bay of Plenty","Pacific",0,0
"Hepatitis C",2006,"Bay of Plenty","Pacific",0,0
"Cryptosporidiosis",2006,"Bay of Plenty","Pacific",0,0
"Mumps",2006,"Bay of Plenty","Pacific",0,0
"Rubella",2006,"Bay of Plenty","Pacific",0,0
"Mpox",2006,"Bay of Plenty","Pacific",0,0
"VTEC/STEC infection",2006,"Bay of Plenty","Pacific",0,0
"Brucellosis",2006,"Bay of Plenty","Pacific",0,0
"Haemophilus influenzae type b",2006,"Bay of Plenty","Pacific",0,0
"Arboviral diseases",2006,"Bay of Plenty","Pacific",0,0
"Giardiasis",2006,"Bay of Plenty","Pacific",0,0
"Rickettsial disease",2006,"Bay of Plenty","Pacific",0,0
"Salmonellosis",2006,"Bay of Plenty","Pacific",0,0
"Measles",2006,"Bay of Plenty","Asian",0,0
"Meningococcal disease",2006,"Bay of Plenty","Asian",1,21
"Tuberculosis disease",2006,"Bay of Plenty","Asian",2,41.9
"Pertussis",2006,"Bay of Plenty","Asian",3,62.9
"Listeriosis",2006,"Bay of Plenty","Asian",0,0
"Campylobacteriosis",2006,"Bay of Plenty","Asian",7,146.8
"Acute gastroenteritis",2006,"Bay of Plenty","Asian",0,0
"Leptospirosis",2006,"Bay of Plenty","Asian",0,0
"Cysticercosis",2006,"Bay of Plenty","Asian",0,0
"Yersiniosis",2006,"Bay of Plenty","Asian",0,0
"Malaria",2006,"Bay of Plenty","Asian",0,0
"Toxic shellfish poisoning",2006,"Bay of Plenty","Asian",0,0
"VTEC/STEC infection",2006,"Bay of Plenty","Asian",0,0
"Hepatitis A",2006,"Bay of Plenty","Asian",0,0
"Rabies and other lyssaviruses",2006,"Bay of Plenty","Asian",0,0
"Shigellosis",2006,"Bay of Plenty","Asian",1,21
"Hepatitis NOS",2006,"Bay of Plenty","Asian",0,0
"Trichinosis",2006,"Bay of Plenty","Asian",0,0
"Rubella",2006,"Bay of Plenty","Asian",0,0
"Paratyphoid fever",2006,"Bay of Plenty","Asian",0,0
"Taeniasis",2006,"Bay of Plenty","Asian",0,0
"Invasive pneumococcal disease",2006,"Bay of Plenty","Asian",0,0
"Hepatitis C",2006,"Bay of Plenty","Asian",0,0
"Q fever",2006,"Bay of Plenty","Asian",0,0
"Rickettsial disease",2006,"Bay of Plenty","Asian",0,0
"Cryptosporidiosis",2006,"Bay of Plenty","Asian",0,0
"Diphtheria",2006,"Bay of Plenty","Asian",0,0
"Mpox",2006,"Bay of Plenty","Asian",0,0
"Meningoencephalitis - primary amoebic",2006,"Bay of Plenty","Asian",0,0
"Haemophilus influenzae type b",2006,"Bay of Plenty","Asian",0,0
"Brucellosis",2006,"Bay of Plenty","Asian",0,0
"Rheumatic fever",2006,"Bay of Plenty","Asian",0,0
"Typhoid fever",2006,"Bay of Plenty","Asian",1,21
"Giardiasis",2006,"Bay of Plenty","Asian",3,62.9
"Hepatitis B",2006,"Bay of Plenty","Asian",0,0
"Arboviral diseases",2006,"Bay of Plenty","Asian",0,0
"Salmonellosis",2006,"Bay of Plenty","Asian",0,0
"Mumps",2006,"Bay of Plenty","Asian",0,0
"Cholera",2006,"Bay of Plenty","Asian",0,0
"Hydatid disease",2006,"Bay of Plenty","Asian",0,0
"Tetanus",2006,"Bay of Plenty","Asian",0,0
"Leprosy",2006,"Bay of Plenty","Asian",0,0
"Poliomyelitis",2006,"Bay of Plenty","Asian",0,0
"Legionellosis",2006,"Bay of Plenty","Asian",0,0
"Hepatitis B",2006,"Bay of Plenty","MELAA",0,0
"Giardiasis",2006,"Bay of Plenty","MELAA",0,0
"Shigellosis",2006,"Bay of Plenty","MELAA",0,0
"Cysticercosis",2006,"Bay of Plenty","MELAA",0,0
"Hepatitis NOS",2006,"Bay of Plenty","MELAA",0,0
"Listeriosis",2006,"Bay of Plenty","MELAA",0,0
"Acute gastroenteritis",2006,"Bay of Plenty","MELAA",0,0
"Hepatitis C",2006,"Bay of Plenty","MELAA",0,0
"Invasive pneumococcal disease",2006,"Bay of Plenty","MELAA",0,0
"Tuberculosis disease",2006,"Bay of Plenty","MELAA",0,0
"Measles",2006,"Bay of Plenty","MELAA",0,0
"Cryptosporidiosis",2006,"Bay of Plenty","MELAA",0,0
"Haemophilus influenzae type b",2006,"Bay of Plenty","MELAA",0,0
"Diphtheria",2006,"Bay of Plenty","MELAA",0,0
"VTEC/STEC infection",2006,"Bay of Plenty","MELAA",0,0
"Rickettsial disease",2006,"Bay of Plenty","MELAA",0,0
"Meningoencephalitis - primary amoebic",2006,"Bay of Plenty","MELAA",0,0
"Meningococcal disease",2006,"Bay of Plenty","MELAA",0,0
"Leptospirosis",2006,"Bay of Plenty","MELAA",0,0
"Campylobacteriosis",2006,"Bay of Plenty","MELAA",0,0
"Poliomyelitis",2006,"Bay of Plenty","MELAA",0,0
"Typhoid fever",2006,"Bay of Plenty","MELAA",0,0
"Rheumatic fever",2006,"Bay of Plenty","MELAA",0,0
"Mumps",2006,"Bay of Plenty","MELAA",0,0
"Pertussis",2006,"Bay of Plenty","MELAA",0,0
"Rabies and other lyssaviruses",2006,"Bay of Plenty","MELAA",0,0
"Q fever",2006,"Bay of Plenty","MELAA",0,0
"Trichinosis",2006,"Bay of Plenty","MELAA",0,0
"Salmonellosis",2006,"Bay of Plenty","MELAA",0,0
"Yersiniosis",2006,"Bay of Plenty","MELAA",0,0
"Hepatitis A",2006,"Bay of Plenty","MELAA",0,0
"Malaria",2006,"Bay of Plenty","MELAA",0,0
"Tetanus",2006,"Bay of Plenty","MELAA",0,0
"Brucellosis",2006,"Bay of Plenty","MELAA",0,0
"Cholera",2006,"Bay of Plenty","MELAA",0,0
"Rubella",2006,"Bay of Plenty","MELAA",0,0
"Arboviral diseases",2006,"Bay of Plenty","MELAA",0,0
"Hydatid disease",2006,"Bay of Plenty","MELAA",0,0
"Leprosy",2006,"Bay of Plenty","MELAA",0,0
"Paratyphoid fever",2006,"Bay of Plenty","MELAA",0,0
"Mpox",2006,"Bay of Plenty","MELAA",0,0
"Legionellosis",2006,"Bay of Plenty","MELAA",0,0
"Toxic shellfish poisoning",2006,"Bay of Plenty","MELAA",0,0
"Taeniasis",2006,"Bay of Plenty","MELAA",0,0
"Measles",2006,"Bay of Plenty","European or Others",0,0
"Cysticercosis",2006,"Bay of Plenty","European or Others",0,0
"Meningococcal disease",2006,"Bay of Plenty","European or Others",2,1.4
"Hepatitis B",2006,"Bay of Plenty","European or Others",0,0
"Rheumatic fever",2006,"Bay of Plenty","European or Others",0,0
"Invasive pneumococcal disease",2006,"Bay of Plenty","European or Others",0,0
"Diphtheria",2006,"Bay of Plenty","European or Others",0,0
"Listeriosis",2006,"Bay of Plenty","European or Others",1,0.7
"Cholera",2006,"Bay of Plenty","European or Others",0,0
"Acute gastroenteritis",2006,"Bay of Plenty","European or Others",14,9.8
"Q fever",2006,"Bay of Plenty","European or Others",0,0
"Trichinosis",2006,"Bay of Plenty","European or Others",0,0
"Rabies and other lyssaviruses",2006,"Bay of Plenty","European or Others",0,0
"Hepatitis A",2006,"Bay of Plenty","European or Others",3,2.1
"Tetanus",2006,"Bay of Plenty","European or Others",0,0
"Typhoid fever",2006,"Bay of Plenty","European or Others",0,0
"Shigellosis",2006,"Bay of Plenty","European or Others",1,0.7
"VTEC/STEC infection",2006,"Bay of Plenty","European or Others",2,1.4
"Cryptosporidiosis",2006,"Bay of Plenty","European or Others",23,16.1
"Mumps",2006,"Bay of Plenty","European or Others",2,1.4
"Rickettsial disease",2006,"Bay of Plenty","European or Others",0,0
"Tuberculosis disease",2006,"Bay of Plenty","European or Others",1,0.7
"Taeniasis",2006,"Bay of Plenty","European or Others",0,0
"Pertussis",2006,"Bay of Plenty","European or Others",54,37.9
"Meningoencephalitis - primary amoebic",2006,"Bay of Plenty","European or Others",0,0
"Haemophilus influenzae type b",2006,"Bay of Plenty","European or Others",0,0
"Leptospirosis",2006,"Bay of Plenty","European or Others",6,4.2
"Rubella",2006,"Bay of Plenty","European or Others",0,0
"Arboviral diseases",2006,"Bay of Plenty","European or Others",0,0
"Leprosy",2006,"Bay of Plenty","European or Others",0,0
"Yersiniosis",2006,"Bay of Plenty","European or Others",26,18.2
"Campylobacteriosis",2006,"Bay of Plenty","European or Others",526,368.8
"Paratyphoid fever",2006,"Bay of Plenty","European or Others",1,0.7
"Hepatitis C",2006,"Bay of Plenty","European or Others",0,0
"Giardiasis",2006,"Bay of Plenty","European or Others",50,35.1
"Mpox",2006,"Bay of Plenty","European or Others",0,0
"Legionellosis",2006,"Bay of Plenty","European or Others",3,2.1
"Salmonellosis",2006,"Bay of Plenty","European or Others",39,27.3
"Brucellosis",2006,"Bay of Plenty","European or Others",0,0
"Poliomyelitis",2006,"Bay of Plenty","European or Others",0,0
"Toxic shellfish poisoning",2006,"Bay of Plenty","European or Others",0,0
"Hydatid disease",2006,"Bay of Plenty","European or Others",0,0
"Hepatitis NOS",2006,"Bay of Plenty","European or Others",0,0
"Malaria",2006,"Bay of Plenty","European or Others",0,0
"Hepatitis B",2006,"Capital, Coast and Hutt Valley","Māori",1,4
"Rickettsial disease",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Rheumatic fever",2006,"Capital, Coast and Hutt Valley","Māori",6,24
"Diphtheria",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Arboviral diseases",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"VTEC/STEC infection",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Rubella",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Legionellosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Invasive pneumococcal disease",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Hydatid disease",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Typhoid fever",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Mumps",2006,"Capital, Coast and Hutt Valley","Māori",1,4
"Leptospirosis",2006,"Capital, Coast and Hutt Valley","Māori",2,8
"Rabies and other lyssaviruses",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Taeniasis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Yersiniosis",2006,"Capital, Coast and Hutt Valley","Māori",7,28
"Hepatitis A",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Poliomyelitis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Listeriosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Cholera",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Meningococcal disease",2006,"Capital, Coast and Hutt Valley","Māori",2,8
"Tuberculosis disease",2006,"Capital, Coast and Hutt Valley","Māori",1,4
"Trichinosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis C",2006,"Capital, Coast and Hutt Valley","Māori",1,4
"Shigellosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Measles",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Tetanus",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Malaria",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Mpox",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Giardiasis",2006,"Capital, Coast and Hutt Valley","Māori",6,24
"Campylobacteriosis",2006,"Capital, Coast and Hutt Valley","Māori",146,583.6
"Haemophilus influenzae type b",2006,"Capital, Coast and Hutt Valley","Māori",1,4
"Pertussis",2006,"Capital, Coast and Hutt Valley","Māori",20,80
"Brucellosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Cryptosporidiosis",2006,"Capital, Coast and Hutt Valley","Māori",6,24
"Q fever",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Toxic shellfish poisoning",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Acute gastroenteritis",2006,"Capital, Coast and Hutt Valley","Māori",5,20
"Leprosy",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Meningoencephalitis - primary amoebic",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Paratyphoid fever",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis NOS",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Salmonellosis",2006,"Capital, Coast and Hutt Valley","Māori",10,40
"Cysticercosis",2006,"Capital, Coast and Hutt Valley","Māori",0,0
"Legionellosis",2006,"Capital, Coast and Hutt Valley","Pacific",2,9.6
"Typhoid fever",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Tetanus",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Trichinosis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Cholera",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis C",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Listeriosis",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Rickettsial disease",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Rubella",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Invasive pneumococcal disease",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Yersiniosis",2006,"Capital, Coast and Hutt Valley","Pacific",6,28.9
"Rabies and other lyssaviruses",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Mumps",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hydatid disease",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis NOS",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Haemophilus influenzae type b",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Brucellosis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Diphtheria",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Arboviral diseases",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Rheumatic fever",2006,"Capital, Coast and Hutt Valley","Pacific",9,43.3
"Tuberculosis disease",2006,"Capital, Coast and Hutt Valley","Pacific",5,24.1
"Cysticercosis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis A",2006,"Capital, Coast and Hutt Valley","Pacific",4,19.3
"Pertussis",2006,"Capital, Coast and Hutt Valley","Pacific",9,43.3
"Cryptosporidiosis",2006,"Capital, Coast and Hutt Valley","Pacific",2,9.6
"Poliomyelitis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Paratyphoid fever",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Acute gastroenteritis",2006,"Capital, Coast and Hutt Valley","Pacific",4,19.3
"Q fever",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Leprosy",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis B",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Leptospirosis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Giardiasis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Meningococcal disease",2006,"Capital, Coast and Hutt Valley","Pacific",2,9.6
"Mpox",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Toxic shellfish poisoning",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Taeniasis",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Measles",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Malaria",2006,"Capital, Coast and Hutt Valley","Pacific",1,4.8
"Shigellosis",2006,"Capital, Coast and Hutt Valley","Pacific",2,9.6
"Salmonellosis",2006,"Capital, Coast and Hutt Valley","Pacific",20,96.3
"Campylobacteriosis",2006,"Capital, Coast and Hutt Valley","Pacific",60,289
"VTEC/STEC infection",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Meningoencephalitis - primary amoebic",2006,"Capital, Coast and Hutt Valley","Pacific",0,0
"Haemophilus influenzae type b",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Rabies and other lyssaviruses",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Typhoid fever",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Tuberculosis disease",2006,"Capital, Coast and Hutt Valley","Asian",16,65.8
"Giardiasis",2006,"Capital, Coast and Hutt Valley","Asian",7,28.8
"Rheumatic fever",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Meningococcal disease",2006,"Capital, Coast and Hutt Valley","Asian",3,12.3
"VTEC/STEC infection",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Hepatitis C",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Q fever",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Diphtheria",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Paratyphoid fever",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Cysticercosis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Leptospirosis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Hydatid disease",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Pertussis",2006,"Capital, Coast and Hutt Valley","Asian",9,37
"Malaria",2006,"Capital, Coast and Hutt Valley","Asian",1,4.1
"Cholera",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Invasive pneumococcal disease",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Mumps",2006,"Capital, Coast and Hutt Valley","Asian",2,8.2
"Legionellosis",2006,"Capital, Coast and Hutt Valley","Asian",1,4.1
"Tetanus",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Hepatitis NOS",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Poliomyelitis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Arboviral diseases",2006,"Capital, Coast and Hutt Valley","Asian",1,4.1
"Taeniasis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Acute gastroenteritis",2006,"Capital, Coast and Hutt Valley","Asian",3,12.3
"Measles",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Mpox",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Hepatitis B",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Rickettsial disease",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Hepatitis A",2006,"Capital, Coast and Hutt Valley","Asian",1,4.1
"Brucellosis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Salmonellosis",2006,"Capital, Coast and Hutt Valley","Asian",9,37
"Cryptosporidiosis",2006,"Capital, Coast and Hutt Valley","Asian",5,20.6
"Leprosy",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Meningoencephalitis - primary amoebic",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Toxic shellfish poisoning",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Listeriosis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Rubella",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Shigellosis",2006,"Capital, Coast and Hutt Valley","Asian",1,4.1
"Campylobacteriosis",2006,"Capital, Coast and Hutt Valley","Asian",111,456.2
"Yersiniosis",2006,"Capital, Coast and Hutt Valley","Asian",9,37
"Trichinosis",2006,"Capital, Coast and Hutt Valley","Asian",0,0
"Pertussis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Rabies and other lyssaviruses",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Rheumatic fever",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Taeniasis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Tuberculosis disease",2006,"Capital, Coast and Hutt Valley","MELAA",7,188.2
"Invasive pneumococcal disease",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Diphtheria",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Measles",2006,"Capital, Coast and Hutt Valley","MELAA",1,26.9
"VTEC/STEC infection",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Q fever",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Hepatitis NOS",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Hepatitis B",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Mumps",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Typhoid fever",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Giardiasis",2006,"Capital, Coast and Hutt Valley","MELAA",1,26.9
"Yersiniosis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Hepatitis A",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Poliomyelitis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Haemophilus influenzae type b",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Rickettsial disease",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Rubella",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Meningococcal disease",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Toxic shellfish poisoning",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Acute gastroenteritis",2006,"Capital, Coast and Hutt Valley","MELAA",1,26.9
"Cysticercosis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Malaria",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Cryptosporidiosis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Cholera",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Arboviral diseases",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Leprosy",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Listeriosis",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Mpox",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
"Hydatid disease",2006,"Capital, Coast and Hutt Valley","MELAA",0,0
