"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Cryptosporidiosis",2021,"South Canterbury","30–34",2,48.8
"Tuberculosis disease",2021,"South Canterbury","30–34",1,24.4
"Paratyphoid fever",2021,"South Canterbury","30–34",0,0
"Leprosy",2021,"South Canterbury","30–34",0,0
"Brucellosis",2021,"South Canterbury","30–34",0,0
"Yersiniosis",2021,"South Canterbury","30–34",2,48.8
"Legionellosis",2021,"South Canterbury","30–34",0,0
"Giardiasis",2021,"South Canterbury","30–34",0,0
"Salmonellosis",2021,"South Canterbury","30–34",0,0
"Hepatitis NOS",2021,"South Canterbury","30–34",0,0
"Acute gastroenteritis",2021,"South Canterbury","30–34",2,48.8
"Measles",2021,"South Canterbury","30–34",0,0
"Rickettsial disease",2021,"South Canterbury","30–34",0,0
"Q fever",2021,"South Canterbury","30–34",0,0
"Typhoid fever",2021,"South Canterbury","30–34",0,0
"Pertussis",2021,"South Canterbury","30–34",0,0
"Taeniasis",2021,"South Canterbury","30–34",0,0
"Listeriosis",2021,"South Canterbury","30–34",0,0
"Arboviral diseases",2021,"South Canterbury","30–34",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","30–34",0,0
"Rubella",2021,"South Canterbury","30–34",0,0
"Meningococcal disease",2021,"South Canterbury","30–34",0,0
"VTEC/STEC infection",2021,"South Canterbury","30–34",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","30–34",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","30–34",0,0
"Trichinosis",2021,"South Canterbury","30–34",0,0
"Rheumatic fever",2021,"South Canterbury","30–34",0,0
"Mpox",2021,"South Canterbury","30–34",0,0
"Cysticercosis",2021,"South Canterbury","30–34",0,0
"Hydatid disease",2021,"South Canterbury","30–34",0,0
"Malaria",2021,"South Canterbury","30–34",0,0
"Campylobacteriosis",2021,"South Canterbury","30–34",5,121.9
"Hepatitis A",2021,"South Canterbury","30–34",0,0
"Tetanus",2021,"South Canterbury","30–34",0,0
"Poliomyelitis",2021,"South Canterbury","30–34",0,0
"Diphtheria",2021,"South Canterbury","30–34",0,0
"Leptospirosis",2021,"South Canterbury","30–34",0,0
"Hepatitis B",2021,"South Canterbury","30–34",0,0
"Shigellosis",2021,"South Canterbury","35–39",0,0
"Cholera",2021,"South Canterbury","35–39",0,0
"Mpox",2021,"South Canterbury","35–39",0,0
"Q fever",2021,"South Canterbury","35–39",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","35–39",0,0
"Paratyphoid fever",2021,"South Canterbury","35–39",0,0
"Leprosy",2021,"South Canterbury","35–39",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","35–39",0,0
"Typhoid fever",2021,"South Canterbury","35–39",0,0
"Salmonellosis",2021,"South Canterbury","35–39",0,0
"Taeniasis",2021,"South Canterbury","35–39",0,0
"Arboviral diseases",2021,"South Canterbury","35–39",0,0
"Cysticercosis",2021,"South Canterbury","35–39",0,0
"Tuberculosis disease",2021,"South Canterbury","35–39",0,0
"Meningococcal disease",2021,"South Canterbury","35–39",0,0
"Hepatitis C",2021,"South Canterbury","35–39",1,29.2
"Rubella",2021,"South Canterbury","35–39",0,0
"Acute gastroenteritis",2021,"South Canterbury","35–39",0,0
"Rickettsial disease",2021,"South Canterbury","35–39",0,0
"Mumps",2021,"South Canterbury","35–39",0,0
"Legionellosis",2021,"South Canterbury","35–39",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","35–39",0,0
"Pertussis",2021,"South Canterbury","35–39",0,0
"Rheumatic fever",2021,"South Canterbury","35–39",0,0
"VTEC/STEC infection",2021,"South Canterbury","35–39",0,0
"Diphtheria",2021,"South Canterbury","35–39",0,0
"Yersiniosis",2021,"South Canterbury","35–39",2,58.3
"Cryptosporidiosis",2021,"South Canterbury","35–39",0,0
"Brucellosis",2021,"South Canterbury","35–39",0,0
"Measles",2021,"South Canterbury","35–39",0,0
"Hepatitis NOS",2021,"South Canterbury","35–39",0,0
"Hydatid disease",2021,"South Canterbury","35–39",0,0
"Tetanus",2021,"South Canterbury","35–39",0,0
"Malaria",2021,"South Canterbury","35–39",0,0
"Leptospirosis",2021,"South Canterbury","35–39",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","35–39",0,0
"Giardiasis",2021,"South Canterbury","35–39",3,87.5
"Trichinosis",2021,"South Canterbury","35–39",0,0
"Listeriosis",2021,"South Canterbury","35–39",0,0
"Hepatitis A",2021,"South Canterbury","35–39",0,0
"Hepatitis B",2021,"South Canterbury","35–39",0,0
"Campylobacteriosis",2021,"South Canterbury","35–39",7,204.1
"Poliomyelitis",2021,"South Canterbury","35–39",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","35–39",0,0
"Hydatid disease",2021,"South Canterbury","40–44",0,0
"Mpox",2021,"South Canterbury","40–44",0,0
"Cholera",2021,"South Canterbury","40–44",0,0
"Hepatitis C",2021,"South Canterbury","40–44",0,0
"Shigellosis",2021,"South Canterbury","40–44",0,0
"Q fever",2021,"South Canterbury","40–44",0,0
"Rubella",2021,"South Canterbury","40–44",0,0
"Salmonellosis",2021,"South Canterbury","40–44",1,29.6
"Diphtheria",2021,"South Canterbury","40–44",0,0
"Rickettsial disease",2021,"South Canterbury","40–44",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","40–44",0,0
"Tuberculosis disease",2021,"South Canterbury","40–44",1,29.6
"Paratyphoid fever",2021,"South Canterbury","40–44",0,0
"VTEC/STEC infection",2021,"South Canterbury","40–44",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","40–44",0,0
"Leprosy",2021,"South Canterbury","40–44",0,0
"Acute gastroenteritis",2021,"South Canterbury","40–44",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","40–44",1,29.6
"Rheumatic fever",2021,"South Canterbury","40–44",0,0
"Giardiasis",2021,"South Canterbury","40–44",0,0
"Arboviral diseases",2021,"South Canterbury","40–44",0,0
"Hepatitis B",2021,"South Canterbury","40–44",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","40–44",0,0
"Yersiniosis",2021,"South Canterbury","40–44",2,59.2
"Brucellosis",2021,"South Canterbury","40–44",0,0
"Hepatitis NOS",2021,"South Canterbury","40–44",0,0
"Typhoid fever",2021,"South Canterbury","40–44",0,0
"Hepatitis A",2021,"South Canterbury","40–44",0,0
"Meningococcal disease",2021,"South Canterbury","40–44",0,0
"Mumps",2021,"South Canterbury","40–44",0,0
"Cryptosporidiosis",2021,"South Canterbury","40–44",0,0
"Trichinosis",2021,"South Canterbury","40–44",0,0
"Poliomyelitis",2021,"South Canterbury","40–44",0,0
"Tetanus",2021,"South Canterbury","40–44",0,0
"Leptospirosis",2021,"South Canterbury","40–44",0,0
"Pertussis",2021,"South Canterbury","40–44",0,0
"Measles",2021,"South Canterbury","40–44",0,0
"Campylobacteriosis",2021,"South Canterbury","40–44",7,207
"Legionellosis",2021,"South Canterbury","40–44",0,0
"Cysticercosis",2021,"South Canterbury","40–44",0,0
"Taeniasis",2021,"South Canterbury","40–44",0,0
"Malaria",2021,"South Canterbury","40–44",0,0
"Listeriosis",2021,"South Canterbury","40–44",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","40–44",0,0
"Rubella",2021,"South Canterbury","45–49",0,0
"Salmonellosis",2021,"South Canterbury","45–49",1,26.2
"Diphtheria",2021,"South Canterbury","45–49",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","45–49",0,0
"Shigellosis",2021,"South Canterbury","45–49",0,0
"Mpox",2021,"South Canterbury","45–49",0,0
"Measles",2021,"South Canterbury","45–49",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","45–49",0,0
"Giardiasis",2021,"South Canterbury","45–49",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","45–49",0,0
"Rickettsial disease",2021,"South Canterbury","45–49",0,0
"Hepatitis A",2021,"South Canterbury","45–49",0,0
"Leprosy",2021,"South Canterbury","45–49",0,0
"VTEC/STEC infection",2021,"South Canterbury","45–49",0,0
"Leptospirosis",2021,"South Canterbury","45–49",0,0
"Q fever",2021,"South Canterbury","45–49",0,0
"Malaria",2021,"South Canterbury","45–49",0,0
"Paratyphoid fever",2021,"South Canterbury","45–49",0,0
"Cryptosporidiosis",2021,"South Canterbury","45–49",1,26.2
"Hepatitis NOS",2021,"South Canterbury","45–49",0,0
"Typhoid fever",2021,"South Canterbury","45–49",0,0
"Arboviral diseases",2021,"South Canterbury","45–49",0,0
"Tuberculosis disease",2021,"South Canterbury","45–49",0,0
"Trichinosis",2021,"South Canterbury","45–49",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","45–49",0,0
"Hydatid disease",2021,"South Canterbury","45–49",0,0
"Hepatitis B",2021,"South Canterbury","45–49",0,0
"Legionellosis",2021,"South Canterbury","45–49",0,0
"Tetanus",2021,"South Canterbury","45–49",0,0
"Meningococcal disease",2021,"South Canterbury","45–49",0,0
"Cholera",2021,"South Canterbury","45–49",0,0
"Campylobacteriosis",2021,"South Canterbury","45–49",12,314.7
"Yersiniosis",2021,"South Canterbury","45–49",0,0
"Brucellosis",2021,"South Canterbury","45–49",0,0
"Poliomyelitis",2021,"South Canterbury","45–49",0,0
"Pertussis",2021,"South Canterbury","45–49",0,0
"Taeniasis",2021,"South Canterbury","45–49",0,0
"Hepatitis C",2021,"South Canterbury","45–49",0,0
"Listeriosis",2021,"South Canterbury","45–49",0,0
"Cysticercosis",2021,"South Canterbury","45–49",0,0
"Rheumatic fever",2021,"South Canterbury","45–49",0,0
"Acute gastroenteritis",2021,"South Canterbury","45–49",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","45–49",0,0
"Mumps",2021,"South Canterbury","45–49",0,0
"Malaria",2021,"South Canterbury","50–54",0,0
"Salmonellosis",2021,"South Canterbury","50–54",1,24.3
"Hepatitis A",2021,"South Canterbury","50–54",0,0
"Tetanus",2021,"South Canterbury","50–54",0,0
"Giardiasis",2021,"South Canterbury","50–54",1,24.3
"Arboviral diseases",2021,"South Canterbury","50–54",0,0
"Shigellosis",2021,"South Canterbury","50–54",0,0
"Hepatitis NOS",2021,"South Canterbury","50–54",0,0
"Hepatitis B",2021,"South Canterbury","50–54",0,0
"Legionellosis",2021,"South Canterbury","50–54",0,0
"Campylobacteriosis",2021,"South Canterbury","50–54",16,389.1
"Diphtheria",2021,"South Canterbury","50–54",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","50–54",0,0
"Poliomyelitis",2021,"South Canterbury","50–54",0,0
"Mumps",2021,"South Canterbury","50–54",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","50–54",0,0
"Mpox",2021,"South Canterbury","50–54",0,0
"Typhoid fever",2021,"South Canterbury","50–54",0,0
"Q fever",2021,"South Canterbury","50–54",0,0
"Paratyphoid fever",2021,"South Canterbury","50–54",0,0
"Cryptosporidiosis",2021,"South Canterbury","50–54",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","50–54",0,0
"Leprosy",2021,"South Canterbury","50–54",0,0
"Leptospirosis",2021,"South Canterbury","50–54",0,0
"Taeniasis",2021,"South Canterbury","50–54",0,0
"Hepatitis C",2021,"South Canterbury","50–54",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","50–54",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","50–54",0,0
"Rheumatic fever",2021,"South Canterbury","50–54",0,0
"VTEC/STEC infection",2021,"South Canterbury","50–54",1,24.3
"Listeriosis",2021,"South Canterbury","50–54",0,0
"Measles",2021,"South Canterbury","50–54",0,0
"Brucellosis",2021,"South Canterbury","50–54",0,0
"Trichinosis",2021,"South Canterbury","50–54",0,0
"Tuberculosis disease",2021,"South Canterbury","50–54",1,24.3
"Yersiniosis",2021,"South Canterbury","50–54",1,24.3
"Pertussis",2021,"South Canterbury","50–54",0,0
"Acute gastroenteritis",2021,"South Canterbury","50–54",0,0
"Rubella",2021,"South Canterbury","50–54",0,0
"Rickettsial disease",2021,"South Canterbury","50–54",0,0
"Meningococcal disease",2021,"South Canterbury","50–54",0,0
"Hydatid disease",2021,"South Canterbury","50–54",0,0
"Cysticercosis",2021,"South Canterbury","50–54",0,0
"Cholera",2021,"South Canterbury","50–54",0,0
"Tetanus",2021,"South Canterbury","55–59",0,0
"Hepatitis B",2021,"South Canterbury","55–59",0,0
"Giardiasis",2021,"South Canterbury","55–59",0,0
"Legionellosis",2021,"South Canterbury","55–59",0,0
"Malaria",2021,"South Canterbury","55–59",0,0
"Pertussis",2021,"South Canterbury","55–59",0,0
"Hepatitis A",2021,"South Canterbury","55–59",0,0
"Mpox",2021,"South Canterbury","55–59",0,0
"Paratyphoid fever",2021,"South Canterbury","55–59",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","55–59",0,0
"Salmonellosis",2021,"South Canterbury","55–59",2,44.3
"Trichinosis",2021,"South Canterbury","55–59",0,0
"Arboviral diseases",2021,"South Canterbury","55–59",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","55–59",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","55–59",0,0
"Poliomyelitis",2021,"South Canterbury","55–59",0,0
"Cryptosporidiosis",2021,"South Canterbury","55–59",0,0
"Diphtheria",2021,"South Canterbury","55–59",0,0
"Shigellosis",2021,"South Canterbury","55–59",0,0
"Hepatitis NOS",2021,"South Canterbury","55–59",0,0
"Taeniasis",2021,"South Canterbury","55–59",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","55–59",0,0
"Acute gastroenteritis",2021,"South Canterbury","55–59",0,0
"Tuberculosis disease",2021,"South Canterbury","55–59",0,0
"Leprosy",2021,"South Canterbury","55–59",0,0
"Mumps",2021,"South Canterbury","55–59",0,0
"Typhoid fever",2021,"South Canterbury","55–59",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","55–59",0,0
"Cholera",2021,"South Canterbury","55–59",0,0
"Rubella",2021,"South Canterbury","55–59",0,0
"Listeriosis",2021,"South Canterbury","55–59",0,0
"Rickettsial disease",2021,"South Canterbury","55–59",0,0
"Cysticercosis",2021,"South Canterbury","55–59",0,0
"Brucellosis",2021,"South Canterbury","55–59",0,0
"Hepatitis C",2021,"South Canterbury","55–59",0,0
"Campylobacteriosis",2021,"South Canterbury","55–59",13,288.2
"Meningococcal disease",2021,"South Canterbury","55–59",0,0
"Hydatid disease",2021,"South Canterbury","55–59",0,0
"Leptospirosis",2021,"South Canterbury","55–59",0,0
"Yersiniosis",2021,"South Canterbury","55–59",3,66.5
"Measles",2021,"South Canterbury","55–59",0,0
"Q fever",2021,"South Canterbury","55–59",0,0
"VTEC/STEC infection",2021,"South Canterbury","55–59",2,44.3
"Rheumatic fever",2021,"South Canterbury","55–59",0,0
"Giardiasis",2021,"South Canterbury","60–64",0,0
"Malaria",2021,"South Canterbury","60–64",0,0
"Diphtheria",2021,"South Canterbury","60–64",0,0
"Hepatitis NOS",2021,"South Canterbury","60–64",0,0
"Taeniasis",2021,"South Canterbury","60–64",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","60–64",0,0
"Legionellosis",2021,"South Canterbury","60–64",0,0
"Salmonellosis",2021,"South Canterbury","60–64",0,0
"Trichinosis",2021,"South Canterbury","60–64",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","60–64",0,0
"Campylobacteriosis",2021,"South Canterbury","60–64",8,182.5
"Poliomyelitis",2021,"South Canterbury","60–64",0,0
"Typhoid fever",2021,"South Canterbury","60–64",0,0
"Arboviral diseases",2021,"South Canterbury","60–64",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","60–64",0,0
"Paratyphoid fever",2021,"South Canterbury","60–64",0,0
"Listeriosis",2021,"South Canterbury","60–64",0,0
"Cryptosporidiosis",2021,"South Canterbury","60–64",1,22.8
"Acute gastroenteritis",2021,"South Canterbury","60–64",0,0
"Tuberculosis disease",2021,"South Canterbury","60–64",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","60–64",0,0
"Mpox",2021,"South Canterbury","60–64",0,0
"Leptospirosis",2021,"South Canterbury","60–64",1,22.8
"VTEC/STEC infection",2021,"South Canterbury","60–64",0,0
"Cysticercosis",2021,"South Canterbury","60–64",0,0
"Q fever",2021,"South Canterbury","60–64",0,0
"Hepatitis B",2021,"South Canterbury","60–64",0,0
"Meningococcal disease",2021,"South Canterbury","60–64",0,0
"Pertussis",2021,"South Canterbury","60–64",0,0
"Rubella",2021,"South Canterbury","60–64",0,0
"Hepatitis C",2021,"South Canterbury","60–64",0,0
"Rickettsial disease",2021,"South Canterbury","60–64",0,0
"Rheumatic fever",2021,"South Canterbury","60–64",0,0
"Hydatid disease",2021,"South Canterbury","60–64",0,0
"Leprosy",2021,"South Canterbury","60–64",0,0
"Mumps",2021,"South Canterbury","60–64",0,0
"Measles",2021,"South Canterbury","60–64",0,0
"Brucellosis",2021,"South Canterbury","60–64",0,0
"Tetanus",2021,"South Canterbury","60–64",0,0
"Cholera",2021,"South Canterbury","60–64",0,0
"Hepatitis A",2021,"South Canterbury","60–64",0,0
"Yersiniosis",2021,"South Canterbury","60–64",0,0
"Shigellosis",2021,"South Canterbury","60–64",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","60–64",0,0
"Typhoid fever",2021,"South Canterbury","65–69",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","65–69",0,0
"Cryptosporidiosis",2021,"South Canterbury","65–69",0,0
"Trichinosis",2021,"South Canterbury","65–69",0,0
"Salmonellosis",2021,"South Canterbury","65–69",0,0
"Campylobacteriosis",2021,"South Canterbury","65–69",4,99.8
"Haemophilus influenzae type b",2021,"South Canterbury","65–69",0,0
"Arboviral diseases",2021,"South Canterbury","65–69",0,0
"Diphtheria",2021,"South Canterbury","65–69",0,0
"Meningococcal disease",2021,"South Canterbury","65–69",0,0
"VTEC/STEC infection",2021,"South Canterbury","65–69",2,49.9
"Invasive pneumococcal disease",2021,"South Canterbury","65–69",0,0
"Hepatitis NOS",2021,"South Canterbury","65–69",0,0
"Giardiasis",2021,"South Canterbury","65–69",1,24.9
"Hepatitis A",2021,"South Canterbury","65–69",0,0
"Legionellosis",2021,"South Canterbury","65–69",0,0
"Tuberculosis disease",2021,"South Canterbury","65–69",0,0
"Listeriosis",2021,"South Canterbury","65–69",0,0
"Hepatitis C",2021,"South Canterbury","65–69",0,0
"Mumps",2021,"South Canterbury","65–69",0,0
"Rickettsial disease",2021,"South Canterbury","65–69",0,0
"Leprosy",2021,"South Canterbury","65–69",0,0
"Mpox",2021,"South Canterbury","65–69",0,0
"Yersiniosis",2021,"South Canterbury","65–69",0,0
"Hepatitis B",2021,"South Canterbury","65–69",0,0
"Malaria",2021,"South Canterbury","65–69",0,0
"Taeniasis",2021,"South Canterbury","65–69",0,0
"Measles",2021,"South Canterbury","65–69",0,0
"Acute gastroenteritis",2021,"South Canterbury","65–69",0,0
"Q fever",2021,"South Canterbury","65–69",0,0
"Rheumatic fever",2021,"South Canterbury","65–69",0,0
"Leptospirosis",2021,"South Canterbury","65–69",0,0
"Cholera",2021,"South Canterbury","65–69",0,0
"Pertussis",2021,"South Canterbury","65–69",0,0
"Hydatid disease",2021,"South Canterbury","65–69",0,0
"Tetanus",2021,"South Canterbury","65–69",0,0
"Paratyphoid fever",2021,"South Canterbury","65–69",0,0
"Poliomyelitis",2021,"South Canterbury","65–69",0,0
"Cysticercosis",2021,"South Canterbury","65–69",0,0
"Brucellosis",2021,"South Canterbury","65–69",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","65–69",0,0
"Shigellosis",2021,"South Canterbury","65–69",0,0
"Rubella",2021,"South Canterbury","65–69",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","65–69",0,0
"Legionellosis",2021,"South Canterbury","70–74",0,0
"Diphtheria",2021,"South Canterbury","70–74",0,0
"Arboviral diseases",2021,"South Canterbury","70–74",0,0
"Q fever",2021,"South Canterbury","70–74",0,0
"Mpox",2021,"South Canterbury","70–74",0,0
"Trichinosis",2021,"South Canterbury","70–74",0,0
"Typhoid fever",2021,"South Canterbury","70–74",0,0
"Rickettsial disease",2021,"South Canterbury","70–74",0,0
"Campylobacteriosis",2021,"South Canterbury","70–74",8,213.9
"Hepatitis NOS",2021,"South Canterbury","70–74",0,0
"Salmonellosis",2021,"South Canterbury","70–74",2,53.5
"Hepatitis B",2021,"South Canterbury","70–74",0,0
"Shigellosis",2021,"South Canterbury","70–74",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","70–74",0,0
"Listeriosis",2021,"South Canterbury","70–74",0,0
"Hepatitis C",2021,"South Canterbury","70–74",0,0
"Pertussis",2021,"South Canterbury","70–74",0,0
"Leprosy",2021,"South Canterbury","70–74",0,0
"Giardiasis",2021,"South Canterbury","70–74",1,26.7
"VTEC/STEC infection",2021,"South Canterbury","70–74",3,80.2
"Meningococcal disease",2021,"South Canterbury","70–74",0,0
"Malaria",2021,"South Canterbury","70–74",0,0
"Cryptosporidiosis",2021,"South Canterbury","70–74",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","70–74",0,0
"Hepatitis A",2021,"South Canterbury","70–74",0,0
"Measles",2021,"South Canterbury","70–74",0,0
"Acute gastroenteritis",2021,"South Canterbury","70–74",0,0
"Tuberculosis disease",2021,"South Canterbury","70–74",0,0
"Mumps",2021,"South Canterbury","70–74",0,0
"Yersiniosis",2021,"South Canterbury","70–74",0,0
"Hydatid disease",2021,"South Canterbury","70–74",0,0
"Poliomyelitis",2021,"South Canterbury","70–74",0,0
"Taeniasis",2021,"South Canterbury","70–74",0,0
"Brucellosis",2021,"South Canterbury","70–74",0,0
"Rheumatic fever",2021,"South Canterbury","70–74",0,0
"Cysticercosis",2021,"South Canterbury","70–74",0,0
"Tetanus",2021,"South Canterbury","70–74",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","70–74",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","70–74",0,0
"Rubella",2021,"South Canterbury","70–74",0,0
"Leptospirosis",2021,"South Canterbury","70–74",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","70–74",0,0
"Paratyphoid fever",2021,"South Canterbury","70–74",0,0
"Cholera",2021,"South Canterbury","70–74",0,0
"Typhoid fever",2021,"South Canterbury","75–79",0,0
"Mumps",2021,"South Canterbury","75–79",0,0
"Yersiniosis",2021,"South Canterbury","75–79",3,117.5
"Rickettsial disease",2021,"South Canterbury","75–79",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","75–79",0,0
"Mpox",2021,"South Canterbury","75–79",0,0
"VTEC/STEC infection",2021,"South Canterbury","75–79",0,0
"Salmonellosis",2021,"South Canterbury","75–79",0,0
"Pertussis",2021,"South Canterbury","75–79",0,0
"Campylobacteriosis",2021,"South Canterbury","75–79",4,156.6
"Giardiasis",2021,"South Canterbury","75–79",0,0
"Acute gastroenteritis",2021,"South Canterbury","75–79",1,39.2
"Listeriosis",2021,"South Canterbury","75–79",0,0
"Q fever",2021,"South Canterbury","75–79",0,0
"Trichinosis",2021,"South Canterbury","75–79",0,0
"Arboviral diseases",2021,"South Canterbury","75–79",0,0
"Taeniasis",2021,"South Canterbury","75–79",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","75–79",0,0
"Leprosy",2021,"South Canterbury","75–79",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","75–79",0,0
"Hepatitis A",2021,"South Canterbury","75–79",0,0
"Brucellosis",2021,"South Canterbury","75–79",0,0
"Measles",2021,"South Canterbury","75–79",0,0
"Hepatitis C",2021,"South Canterbury","75–79",0,0
"Legionellosis",2021,"South Canterbury","75–79",0,0
"Tuberculosis disease",2021,"South Canterbury","75–79",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","75–79",0,0
"Hydatid disease",2021,"South Canterbury","75–79",0,0
"Diphtheria",2021,"South Canterbury","75–79",0,0
"Hepatitis NOS",2021,"South Canterbury","75–79",0,0
"Tetanus",2021,"South Canterbury","75–79",0,0
"Rubella",2021,"South Canterbury","75–79",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","75–79",0,0
"Paratyphoid fever",2021,"South Canterbury","75–79",0,0
"Hepatitis B",2021,"South Canterbury","75–79",0,0
"Poliomyelitis",2021,"South Canterbury","75–79",0,0
"Cysticercosis",2021,"South Canterbury","75–79",0,0
"Meningococcal disease",2021,"South Canterbury","75–79",0,0
"Malaria",2021,"South Canterbury","75–79",0,0
"Cryptosporidiosis",2021,"South Canterbury","75–79",0,0
"Shigellosis",2021,"South Canterbury","75–79",0,0
"Rheumatic fever",2021,"South Canterbury","75–79",0,0
"Cholera",2021,"South Canterbury","75–79",0,0
"Leptospirosis",2021,"South Canterbury","75–79",0,0
"Mpox",2021,"South Canterbury","80–84",0,0
"VTEC/STEC infection",2021,"South Canterbury","80–84",0,0
"Yersiniosis",2021,"South Canterbury","80–84",1,55.7
"Trichinosis",2021,"South Canterbury","80–84",0,0
"Acute gastroenteritis",2021,"South Canterbury","80–84",0,0
"Arboviral diseases",2021,"South Canterbury","80–84",0,0
"Campylobacteriosis",2021,"South Canterbury","80–84",3,167.1
"Giardiasis",2021,"South Canterbury","80–84",0,0
"Pertussis",2021,"South Canterbury","80–84",0,0
"Rickettsial disease",2021,"South Canterbury","80–84",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","80–84",0,0
"Q fever",2021,"South Canterbury","80–84",0,0
"Salmonellosis",2021,"South Canterbury","80–84",0,0
"Listeriosis",2021,"South Canterbury","80–84",0,0
"Leprosy",2021,"South Canterbury","80–84",0,0
"Typhoid fever",2021,"South Canterbury","80–84",0,0
"Diphtheria",2021,"South Canterbury","80–84",0,0
"Hepatitis A",2021,"South Canterbury","80–84",0,0
"Brucellosis",2021,"South Canterbury","80–84",0,0
"Measles",2021,"South Canterbury","80–84",0,0
"Cysticercosis",2021,"South Canterbury","80–84",0,0
"Hepatitis NOS",2021,"South Canterbury","80–84",0,0
"Hepatitis C",2021,"South Canterbury","80–84",0,0
"Tuberculosis disease",2021,"South Canterbury","80–84",0,0
"Mumps",2021,"South Canterbury","80–84",0,0
"Paratyphoid fever",2021,"South Canterbury","80–84",0,0
"Tetanus",2021,"South Canterbury","80–84",0,0
"Cryptosporidiosis",2021,"South Canterbury","80–84",0,0
"Shigellosis",2021,"South Canterbury","80–84",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","80–84",0,0
"Poliomyelitis",2021,"South Canterbury","80–84",0,0
"Cholera",2021,"South Canterbury","80–84",0,0
"Legionellosis",2021,"South Canterbury","80–84",0,0
"Hydatid disease",2021,"South Canterbury","80–84",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","80–84",0,0
"Leptospirosis",2021,"South Canterbury","80–84",0,0
"Rubella",2021,"South Canterbury","80–84",0,0
"Malaria",2021,"South Canterbury","80–84",0,0
"Meningococcal disease",2021,"South Canterbury","80–84",0,0
"Hepatitis B",2021,"South Canterbury","80–84",0,0
"Taeniasis",2021,"South Canterbury","80–84",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","80–84",0,0
"Rheumatic fever",2021,"South Canterbury","80–84",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","80–84",0,0
"Arboviral diseases",2021,"South Canterbury","85+",0,0
"Q fever",2021,"South Canterbury","85+",0,0
"VTEC/STEC infection",2021,"South Canterbury","85+",0,0
"Giardiasis",2021,"South Canterbury","85+",0,0
"Haemophilus influenzae type b",2021,"South Canterbury","85+",0,0
"Mumps",2021,"South Canterbury","85+",0,0
"Measles",2021,"South Canterbury","85+",0,0
"Trichinosis",2021,"South Canterbury","85+",0,0
"Campylobacteriosis",2021,"South Canterbury","85+",2,120.1
"Acute gastroenteritis",2021,"South Canterbury","85+",0,0
"Typhoid fever",2021,"South Canterbury","85+",0,0
