"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Diphtheria",2021,"South Canterbury","85+",0,0
"Cysticercosis",2021,"South Canterbury","85+",0,0
"Meningoencephalitis - primary amoebic",2021,"South Canterbury","85+",0,0
"Rickettsial disease",2021,"South Canterbury","85+",0,0
"Paratyphoid fever",2021,"South Canterbury","85+",0,0
"Pertussis",2021,"South Canterbury","85+",0,0
"Invasive pneumococcal disease",2021,"South Canterbury","85+",1,60.1
"Hepatitis NOS",2021,"South Canterbury","85+",0,0
"Leprosy",2021,"South Canterbury","85+",0,0
"Hydatid disease",2021,"South Canterbury","85+",0,0
"Shigellosis",2021,"South Canterbury","85+",0,0
"Malaria",2021,"South Canterbury","85+",0,0
"Listeriosis",2021,"South Canterbury","85+",0,0
"Tuberculosis disease",2021,"South Canterbury","85+",0,0
"Poliomyelitis",2021,"South Canterbury","85+",0,0
"Rabies and other lyssaviruses",2021,"South Canterbury","85+",0,0
"Mpox",2021,"South Canterbury","85+",0,0
"Hepatitis C",2021,"South Canterbury","85+",0,0
"Cryptosporidiosis",2021,"South Canterbury","85+",0,0
"Meningococcal disease",2021,"South Canterbury","85+",0,0
"Yersiniosis",2021,"South Canterbury","85+",1,60.1
"Tetanus",2021,"South Canterbury","85+",0,0
"Legionellosis",2021,"South Canterbury","85+",0,0
"Brucellosis",2021,"South Canterbury","85+",0,0
"Hepatitis B",2021,"South Canterbury","85+",0,0
"Taeniasis",2021,"South Canterbury","85+",0,0
"Salmonellosis",2021,"South Canterbury","85+",0,0
"Toxic shellfish poisoning",2021,"South Canterbury","85+",0,0
"Leptospirosis",2021,"South Canterbury","85+",0,0
"Hepatitis A",2021,"South Canterbury","85+",0,0
"Rheumatic fever",2021,"South Canterbury","85+",0,0
"Rubella",2021,"South Canterbury","85+",0,0
"Cholera",2021,"South Canterbury","85+",0,0
"Legionellosis",2021,"Northland","0–4",0,0
"Arboviral diseases",2021,"Northland","0–4",0,0
"Cysticercosis",2021,"Northland","0–4",0,0
"Acute gastroenteritis",2021,"Northland","0–4",6,48.7
"Rickettsial disease",2021,"Northland","0–4",0,0
"Trichinosis",2021,"Northland","0–4",0,0
"Hepatitis C",2021,"Northland","0–4",0,0
"Q fever",2021,"Northland","0–4",0,0
"Campylobacteriosis",2021,"Northland","0–4",28,227.1
"Paratyphoid fever",2021,"Northland","0–4",0,0
"Diphtheria",2021,"Northland","0–4",0,0
"Tuberculosis disease",2021,"Northland","0–4",0,0
"Brucellosis",2021,"Northland","0–4",0,0
"Mumps",2021,"Northland","0–4",0,0
"Hydatid disease",2021,"Northland","0–4",0,0
"Giardiasis",2021,"Northland","0–4",12,97.3
"Pertussis",2021,"Northland","0–4",1,8.1
"Toxic shellfish poisoning",2021,"Northland","0–4",0,0
"Hepatitis NOS",2021,"Northland","0–4",0,0
"Listeriosis",2021,"Northland","0–4",0,0
"Measles",2021,"Northland","0–4",0,0
"Leprosy",2021,"Northland","0–4",0,0
"Rabies and other lyssaviruses",2021,"Northland","0–4",0,0
"Malaria",2021,"Northland","0–4",0,0
"Mpox",2021,"Northland","0–4",0,0
"Typhoid fever",2021,"Northland","0–4",0,0
"Invasive pneumococcal disease",2021,"Northland","0–4",3,24.3
"Meningoencephalitis - primary amoebic",2021,"Northland","0–4",0,0
"Leptospirosis",2021,"Northland","0–4",0,0
"Cryptosporidiosis",2021,"Northland","0–4",10,81.1
"Shigellosis",2021,"Northland","0–4",0,0
"Salmonellosis",2021,"Northland","0–4",7,56.8
"Yersiniosis",2021,"Northland","0–4",3,24.3
"Hepatitis A",2021,"Northland","0–4",0,0
"VTEC/STEC infection",2021,"Northland","0–4",13,105.4
"Hepatitis B",2021,"Northland","0–4",0,0
"Haemophilus influenzae type b",2021,"Northland","0–4",0,0
"Cholera",2021,"Northland","0–4",0,0
"Meningococcal disease",2021,"Northland","0–4",1,8.1
"Tetanus",2021,"Northland","0–4",0,0
"Poliomyelitis",2021,"Northland","0–4",0,0
"Rubella",2021,"Northland","0–4",0,0
"Taeniasis",2021,"Northland","0–4",0,0
"Rheumatic fever",2021,"Northland","0–4",1,8.1
"Q fever",2021,"Northland","5–9",0,0
"Campylobacteriosis",2021,"Northland","5–9",14,103.3
"Meningococcal disease",2021,"Northland","5–9",1,7.4
"Mumps",2021,"Northland","5–9",0,0
"Hepatitis C",2021,"Northland","5–9",0,0
"Hydatid disease",2021,"Northland","5–9",0,0
"Pertussis",2021,"Northland","5–9",0,0
"Legionellosis",2021,"Northland","5–9",0,0
"Rickettsial disease",2021,"Northland","5–9",0,0
"Tuberculosis disease",2021,"Northland","5–9",0,0
"Toxic shellfish poisoning",2021,"Northland","5–9",0,0
"Arboviral diseases",2021,"Northland","5–9",0,0
"Acute gastroenteritis",2021,"Northland","5–9",1,7.4
"Cysticercosis",2021,"Northland","5–9",0,0
"Leprosy",2021,"Northland","5–9",0,0
"Malaria",2021,"Northland","5–9",0,0
"Trichinosis",2021,"Northland","5–9",0,0
"Listeriosis",2021,"Northland","5–9",0,0
"Typhoid fever",2021,"Northland","5–9",0,0
"Meningoencephalitis - primary amoebic",2021,"Northland","5–9",0,0
"Diphtheria",2021,"Northland","5–9",0,0
"Mpox",2021,"Northland","5–9",0,0
"Brucellosis",2021,"Northland","5–9",0,0
"Invasive pneumococcal disease",2021,"Northland","5–9",0,0
"Paratyphoid fever",2021,"Northland","5–9",0,0
"Measles",2021,"Northland","5–9",0,0
"Hepatitis NOS",2021,"Northland","5–9",0,0
"Shigellosis",2021,"Northland","5–9",0,0
"Rabies and other lyssaviruses",2021,"Northland","5–9",0,0
"Leptospirosis",2021,"Northland","5–9",0,0
"Hepatitis A",2021,"Northland","5–9",0,0
"VTEC/STEC infection",2021,"Northland","5–9",3,22.1
"Hepatitis B",2021,"Northland","5–9",0,0
"Haemophilus influenzae type b",2021,"Northland","5–9",0,0
"Rubella",2021,"Northland","5–9",0,0
"Cryptosporidiosis",2021,"Northland","5–9",2,14.8
"Tetanus",2021,"Northland","5–9",0,0
"Yersiniosis",2021,"Northland","5–9",1,7.4
"Cholera",2021,"Northland","5–9",0,0
"Rheumatic fever",2021,"Northland","5–9",2,14.8
"Taeniasis",2021,"Northland","5–9",0,0
"Poliomyelitis",2021,"Northland","5–9",0,0
"Giardiasis",2021,"Northland","5–9",4,29.5
"Salmonellosis",2021,"Northland","5–9",4,29.5
"Q fever",2021,"Northland","10–14",0,0
"Hepatitis A",2021,"Northland","10–14",0,0
"Measles",2021,"Northland","10–14",0,0
"Meningococcal disease",2021,"Northland","10–14",0,0
"Legionellosis",2021,"Northland","10–14",0,0
"Mumps",2021,"Northland","10–14",0,0
"Tuberculosis disease",2021,"Northland","10–14",0,0
"Campylobacteriosis",2021,"Northland","10–14",11,77.7
"Arboviral diseases",2021,"Northland","10–14",0,0
"Hydatid disease",2021,"Northland","10–14",0,0
"Toxic shellfish poisoning",2021,"Northland","10–14",0,0
"Invasive pneumococcal disease",2021,"Northland","10–14",1,7.1
"Poliomyelitis",2021,"Northland","10–14",0,0
"Trichinosis",2021,"Northland","10–14",0,0
"Leprosy",2021,"Northland","10–14",0,0
"Listeriosis",2021,"Northland","10–14",0,0
"Pertussis",2021,"Northland","10–14",0,0
"Hepatitis NOS",2021,"Northland","10–14",0,0
"Mpox",2021,"Northland","10–14",0,0
"Rubella",2021,"Northland","10–14",0,0
"Malaria",2021,"Northland","10–14",0,0
"Leptospirosis",2021,"Northland","10–14",1,7.1
"Cysticercosis",2021,"Northland","10–14",0,0
"Rickettsial disease",2021,"Northland","10–14",0,0
"VTEC/STEC infection",2021,"Northland","10–14",3,21.2
"Shigellosis",2021,"Northland","10–14",0,0
"Acute gastroenteritis",2021,"Northland","10–14",0,0
"Brucellosis",2021,"Northland","10–14",0,0
"Hepatitis B",2021,"Northland","10–14",0,0
"Yersiniosis",2021,"Northland","10–14",0,0
"Salmonellosis",2021,"Northland","10–14",2,14.1
"Diphtheria",2021,"Northland","10–14",0,0
"Cryptosporidiosis",2021,"Northland","10–14",6,42.4
"Rheumatic fever",2021,"Northland","10–14",4,28.3
"Paratyphoid fever",2021,"Northland","10–14",0,0
"Tetanus",2021,"Northland","10–14",0,0
"Meningoencephalitis - primary amoebic",2021,"Northland","10–14",0,0
"Typhoid fever",2021,"Northland","10–14",0,0
"Hepatitis C",2021,"Northland","10–14",0,0
"Taeniasis",2021,"Northland","10–14",0,0
"Rabies and other lyssaviruses",2021,"Northland","10–14",0,0
"Haemophilus influenzae type b",2021,"Northland","10–14",0,0
"Giardiasis",2021,"Northland","10–14",1,7.1
"Cholera",2021,"Northland","10–14",0,0
"Meningococcal disease",2021,"Northland","15–19",0,0
"Hydatid disease",2021,"Northland","15–19",0,0
"Campylobacteriosis",2021,"Northland","15–19",16,142.4
"Q fever",2021,"Northland","15–19",0,0
"Trichinosis",2021,"Northland","15–19",0,0
"Invasive pneumococcal disease",2021,"Northland","15–19",1,8.9
"Poliomyelitis",2021,"Northland","15–19",0,0
"Giardiasis",2021,"Northland","15–19",0,0
"Hepatitis A",2021,"Northland","15–19",0,0
"Pertussis",2021,"Northland","15–19",0,0
"Cryptosporidiosis",2021,"Northland","15–19",0,0
"Cysticercosis",2021,"Northland","15–19",0,0
"Mumps",2021,"Northland","15–19",0,0
"Salmonellosis",2021,"Northland","15–19",0,0
"Hepatitis NOS",2021,"Northland","15–19",0,0
"Listeriosis",2021,"Northland","15–19",0,0
"Yersiniosis",2021,"Northland","15–19",4,35.6
"Tuberculosis disease",2021,"Northland","15–19",0,0
"Leptospirosis",2021,"Northland","15–19",0,0
"Rubella",2021,"Northland","15–19",0,0
"Tetanus",2021,"Northland","15–19",0,0
"Typhoid fever",2021,"Northland","15–19",0,0
"Shigellosis",2021,"Northland","15–19",0,0
"Legionellosis",2021,"Northland","15–19",0,0
"Measles",2021,"Northland","15–19",0,0
"Toxic shellfish poisoning",2021,"Northland","15–19",0,0
"Leprosy",2021,"Northland","15–19",0,0
"Paratyphoid fever",2021,"Northland","15–19",0,0
"Hepatitis B",2021,"Northland","15–19",0,0
"Taeniasis",2021,"Northland","15–19",0,0
"VTEC/STEC infection",2021,"Northland","15–19",2,17.8
"Rheumatic fever",2021,"Northland","15–19",0,0
"Diphtheria",2021,"Northland","15–19",0,0
"Meningoencephalitis - primary amoebic",2021,"Northland","15–19",0,0
"Malaria",2021,"Northland","15–19",0,0
"Hepatitis C",2021,"Northland","15–19",0,0
"Rickettsial disease",2021,"Northland","15–19",0,0
"Brucellosis",2021,"Northland","15–19",0,0
"Arboviral diseases",2021,"Northland","15–19",0,0
"Acute gastroenteritis",2021,"Northland","15–19",0,0
"Rabies and other lyssaviruses",2021,"Northland","15–19",0,0
"Haemophilus influenzae type b",2021,"Northland","15–19",0,0
"Cholera",2021,"Northland","15–19",0,0
"Mpox",2021,"Northland","15–19",0,0
"Diphtheria",2021,"Northland","20–24",0,0
"Cryptosporidiosis",2021,"Northland","20–24",3,32.1
"Meningococcal disease",2021,"Northland","20–24",0,0
"Arboviral diseases",2021,"Northland","20–24",0,0
"Legionellosis",2021,"Northland","20–24",0,0
"Tetanus",2021,"Northland","20–24",0,0
"Cysticercosis",2021,"Northland","20–24",0,0
"Giardiasis",2021,"Northland","20–24",1,10.7
"Leptospirosis",2021,"Northland","20–24",1,10.7
"Pertussis",2021,"Northland","20–24",0,0
"Rabies and other lyssaviruses",2021,"Northland","20–24",0,0
"Hydatid disease",2021,"Northland","20–24",0,0
"Yersiniosis",2021,"Northland","20–24",1,10.7
"Hepatitis C",2021,"Northland","20–24",0,0
"Shigellosis",2021,"Northland","20–24",0,0
"Q fever",2021,"Northland","20–24",0,0
"Leprosy",2021,"Northland","20–24",0,0
"Hepatitis B",2021,"Northland","20–24",0,0
"Listeriosis",2021,"Northland","20–24",0,0
"Hepatitis NOS",2021,"Northland","20–24",0,0
"Toxic shellfish poisoning",2021,"Northland","20–24",0,0
"Mumps",2021,"Northland","20–24",0,0
"Campylobacteriosis",2021,"Northland","20–24",15,160.4
"Poliomyelitis",2021,"Northland","20–24",0,0
"Tuberculosis disease",2021,"Northland","20–24",1,10.7
"Cholera",2021,"Northland","20–24",0,0
"Invasive pneumococcal disease",2021,"Northland","20–24",0,0
"Brucellosis",2021,"Northland","20–24",0,0
"Salmonellosis",2021,"Northland","20–24",2,21.4
"Meningoencephalitis - primary amoebic",2021,"Northland","20–24",0,0
"VTEC/STEC infection",2021,"Northland","20–24",4,42.8
"Measles",2021,"Northland","20–24",0,0
"Paratyphoid fever",2021,"Northland","20–24",0,0
"Trichinosis",2021,"Northland","20–24",0,0
"Malaria",2021,"Northland","20–24",0,0
"Mpox",2021,"Northland","20–24",0,0
"Hepatitis A",2021,"Northland","20–24",0,0
"Typhoid fever",2021,"Northland","20–24",0,0
"Rubella",2021,"Northland","20–24",0,0
"Rheumatic fever",2021,"Northland","20–24",1,10.7
"Rickettsial disease",2021,"Northland","20–24",0,0
"Taeniasis",2021,"Northland","20–24",0,0
"Haemophilus influenzae type b",2021,"Northland","20–24",0,0
"Acute gastroenteritis",2021,"Northland","20–24",1,10.7
"Cysticercosis",2021,"Northland","25–29",0,0
"Hydatid disease",2021,"Northland","25–29",0,0
"Arboviral diseases",2021,"Northland","25–29",0,0
"Salmonellosis",2021,"Northland","25–29",0,0
"Toxic shellfish poisoning",2021,"Northland","25–29",0,0
"Leptospirosis",2021,"Northland","25–29",1,9.4
"Hepatitis B",2021,"Northland","25–29",0,0
"Rabies and other lyssaviruses",2021,"Northland","25–29",0,0
"Meningococcal disease",2021,"Northland","25–29",0,0
"Cryptosporidiosis",2021,"Northland","25–29",2,18.7
"Haemophilus influenzae type b",2021,"Northland","25–29",0,0
"Pertussis",2021,"Northland","25–29",0,0
"Cholera",2021,"Northland","25–29",0,0
"Giardiasis",2021,"Northland","25–29",8,74.9
"Tetanus",2021,"Northland","25–29",0,0
"Paratyphoid fever",2021,"Northland","25–29",0,0
"Rheumatic fever",2021,"Northland","25–29",1,9.4
"Yersiniosis",2021,"Northland","25–29",1,9.4
"Mumps",2021,"Northland","25–29",0,0
"Rickettsial disease",2021,"Northland","25–29",0,0
"Poliomyelitis",2021,"Northland","25–29",0,0
"Hepatitis NOS",2021,"Northland","25–29",0,0
"Hepatitis C",2021,"Northland","25–29",0,0
"Invasive pneumococcal disease",2021,"Northland","25–29",0,0
"Listeriosis",2021,"Northland","25–29",0,0
"Rubella",2021,"Northland","25–29",0,0
"Shigellosis",2021,"Northland","25–29",0,0
"Campylobacteriosis",2021,"Northland","25–29",19,177.8
"Measles",2021,"Northland","25–29",0,0
"Meningoencephalitis - primary amoebic",2021,"Northland","25–29",0,0
"Malaria",2021,"Northland","25–29",0,0
"Brucellosis",2021,"Northland","25–29",0,0
"Legionellosis",2021,"Northland","25–29",0,0
"Acute gastroenteritis",2021,"Northland","25–29",2,18.7
"Hepatitis A",2021,"Northland","25–29",0,0
"Taeniasis",2021,"Northland","25–29",0,0
"Trichinosis",2021,"Northland","25–29",0,0
"Leprosy",2021,"Northland","25–29",0,0
"VTEC/STEC infection",2021,"Northland","25–29",1,9.4
"Q fever",2021,"Northland","25–29",0,0
"Mpox",2021,"Northland","25–29",0,0
"Diphtheria",2021,"Northland","25–29",0,0
"Tuberculosis disease",2021,"Northland","25–29",1,9.4
"Typhoid fever",2021,"Northland","25–29",0,0
"Cholera",2021,"Northland","30–34",0,0
"Hydatid disease",2021,"Northland","30–34",0,0
"Rheumatic fever",2021,"Northland","30–34",0,0
"Tetanus",2021,"Northland","30–34",0,0
"Rabies and other lyssaviruses",2021,"Northland","30–34",0,0
"Taeniasis",2021,"Northland","30–34",0,0
"Meningococcal disease",2021,"Northland","30–34",0,0
"Arboviral diseases",2021,"Northland","30–34",0,0
"Listeriosis",2021,"Northland","30–34",0,0
"Leptospirosis",2021,"Northland","30–34",0,0
"Salmonellosis",2021,"Northland","30–34",0,0
"Mpox",2021,"Northland","30–34",0,0
"Hepatitis B",2021,"Northland","30–34",0,0
"Rubella",2021,"Northland","30–34",0,0
"Haemophilus influenzae type b",2021,"Northland","30–34",0,0
"Cryptosporidiosis",2021,"Northland","30–34",0,0
"VTEC/STEC infection",2021,"Northland","30–34",3,25.1
"Yersiniosis",2021,"Northland","30–34",2,16.7
"Toxic shellfish poisoning",2021,"Northland","30–34",0,0
"Mumps",2021,"Northland","30–34",0,0
"Cysticercosis",2021,"Northland","30–34",0,0
"Brucellosis",2021,"Northland","30–34",0,0
"Giardiasis",2021,"Northland","30–34",2,16.7
"Paratyphoid fever",2021,"Northland","30–34",0,0
"Pertussis",2021,"Northland","30–34",0,0
"Leprosy",2021,"Northland","30–34",0,0
"Campylobacteriosis",2021,"Northland","30–34",22,183.7
"Hepatitis C",2021,"Northland","30–34",1,8.4
"Legionellosis",2021,"Northland","30–34",0,0
"Poliomyelitis",2021,"Northland","30–34",0,0
"Hepatitis A",2021,"Northland","30–34",0,0
"Meningoencephalitis - primary amoebic",2021,"Northland","30–34",0,0
"Invasive pneumococcal disease",2021,"Northland","30–34",0,0
"Shigellosis",2021,"Northland","30–34",0,0
"Diphtheria",2021,"Northland","30–34",0,0
"Acute gastroenteritis",2021,"Northland","30–34",0,0
"Trichinosis",2021,"Northland","30–34",0,0
"Rickettsial disease",2021,"Northland","30–34",0,0
"Typhoid fever",2021,"Northland","30–34",0,0
"Q fever",2021,"Northland","30–34",0,0
"Malaria",2021,"Northland","30–34",0,0
"Tuberculosis disease",2021,"Northland","30–34",0,0
"Measles",2021,"Northland","30–34",0,0
"Hepatitis NOS",2021,"Northland","30–34",0,0
"Rabies and other lyssaviruses",2021,"Northland","35–39",0,0
"Salmonellosis",2021,"Northland","35–39",0,0
"Haemophilus influenzae type b",2021,"Northland","35–39",0,0
"Taeniasis",2021,"Northland","35–39",0,0
"Rheumatic fever",2021,"Northland","35–39",0,0
"Cholera",2021,"Northland","35–39",0,0
"Meningococcal disease",2021,"Northland","35–39",0,0
"VTEC/STEC infection",2021,"Northland","35–39",2,18.3
"Arboviral diseases",2021,"Northland","35–39",0,0
"Mumps",2021,"Northland","35–39",0,0
"Leptospirosis",2021,"Northland","35–39",1,9.2
"Hepatitis C",2021,"Northland","35–39",0,0
"Hydatid disease",2021,"Northland","35–39",0,0
"Leprosy",2021,"Northland","35–39",0,0
"Yersiniosis",2021,"Northland","35–39",1,9.2
"Campylobacteriosis",2021,"Northland","35–39",13,119
"Listeriosis",2021,"Northland","35–39",0,0
"Mpox",2021,"Northland","35–39",0,0
"Tetanus",2021,"Northland","35–39",0,0
"Hepatitis A",2021,"Northland","35–39",0,0
"Hepatitis B",2021,"Northland","35–39",0,0
"Cysticercosis",2021,"Northland","35–39",0,0
"Pertussis",2021,"Northland","35–39",0,0
"Giardiasis",2021,"Northland","35–39",8,73.2
"Legionellosis",2021,"Northland","35–39",0,0
"Diphtheria",2021,"Northland","35–39",0,0
"Rubella",2021,"Northland","35–39",0,0
"Cryptosporidiosis",2021,"Northland","35–39",2,18.3
"Invasive pneumococcal disease",2021,"Northland","35–39",1,9.2
"Rickettsial disease",2021,"Northland","35–39",0,0
